Date,Open,High,Low,Close,Volume,Openint
2022-11-20,5.76092,6.03306,5.264,5.3219,361956559.25026685
2022-11-27,5.31297,5.50964,5.00029,5.39385,357487859.4918474
2022-12-04,5.39385,5.70391,5.06277,5.57596,247439933.7983688
2022-12-11,5.57596,5.72935,5.1345,5.16132,214116967.79931378
2022-12-18,5.16183,5.35589,4.51615,4.68611,214590401.15105113
2022-12-25,4.70175,4.70175,4.37405,4.47402,156671367.08919773
2023-01-01,4.47415,4.58268,4.22607,4.37025,168746046.26923925
2023-01-08,4.37124,4.75969,4.33219,4.75153,188286497.29026952
2023-01-15,4.75293,6.49061,4.75043,5.89281,254060997.4019234
2023-01-22,5.91873,6.46353,5.61839,6.17383,275985487.60135347
2023-01-29,6.17353,6.82081,6.01716,6.61783,238176577.53444377
2023-02-05,6.62206,7.11903,6.0275,6.64306,240276092.91601604
2023-02-12,6.64616,7.01235,6.08255,6.17622,149139471.55212367
2023-02-19,6.17722,7.87584,5.88795,7.47802,165346381.013197
2023-02-26,7.48025,7.57211,6.35505,6.6261,95659455.01045755
2023-03-05,6.62723,6.78374,5.73469,5.99296,70130267.85630491
2023-03-12,5.99346,6.0407,5.14479,5.83751,107945007.31713451
2023-03-19,5.8367,6.71581,5.71808,6.5225,137507508.2600829
2023-03-26,6.5204,6.55798,5.83689,6.00988,66859810.32497914
2023-04-02,6.00988,6.44843,5.78984,6.25508,50554124.53138405
2023-04-09,6.25508,6.58844,6.09894,6.22447,52393708.91893664
2023-04-16,6.22657,6.88135,6.12047,6.8651,78128726.50861378
2023-04-23,6.86366,6.98382,5.77057,5.85419,81482620.92867427
2023-04-30,5.85419,6.21909,5.59916,5.90346,60524291.26417402
2023-05-07,5.90601,5.93377,5.57143,5.67683,46031568.498246044
2023-05-14,5.67927,5.69397,5.13036,5.34631,68355949.12347351
2023-05-21,5.34631,5.46779,5.22591,5.28607,60884143.69030756
2023-05-28,5.28554,5.50367,5.14906,5.49036,57824517.032686405
2023-06-04,5.49036,5.56013,5.16409,5.33461,60355497.45492009
2023-06-11,5.34581,5.37203,4.17744,4.52471,90498930.66321662
2023-06-18,4.52626,4.79857,4.26876,4.56195,79243613.39903551
2023-06-25,4.54825,5.24532,4.37184,5.17506,85385575.92686285
2023-07-02,5.17265,5.50732,4.83243,5.45839,135371266.48344475
2023-07-09,5.45249,5.63271,4.9817,5.08371,92200346.71774471
2023-07-16,5.09242,5.73884,4.98705,5.36086,100443616.22861649
2023-07-23,5.36092,5.70421,5.10091,5.37814,117042342.5441545
2023-07-30,5.37999,5.41383,5.11664,5.13644,83979351.25146103
2023-08-06,5.16454,5.25871,4.927,5.02305,82937343.3670035
2023-08-13,5.02305,5.1027,4.8366,5.01723,78192348.35938627
2023-08-20,5.01723,5.04617,4.28006,4.51027,102391374.0724923
2023-08-27,4.50873,4.5394,4.24845,4.50168,87407092.76664425
2023-09-03,4.50164,4.73506,4.13694,4.27383,101006893.08786269
2023-09-10,4.27263,4.32775,4.1041,4.16092,86245804.27748209
2023-09-17,4.16056,4.22397,3.90845,4.06468,94990293.31541175
2023-09-24,4.06468,4.21896,3.9779,4.01256,81187565.23915273
2023-10-01,4.01346,4.21462,3.951,4.20056,98067289.67474358
2023-10-08,4.20106,4.30063,3.96784,4.01409,68059890.61387567
2023-10-15,4.01305,4.03089,3.62533,3.76595,71848510.44901747
2023-10-22,3.76505,3.9788,3.57026,3.89502,101231151.45917808
2023-10-29,3.89382,4.4494,3.87396,4.34282,124522186.49539766
2023-11-05,4.34292,4.90844,4.23533,4.76731,151948077.131553
2023-11-12,4.77091,5.85927,4.51161,5.73939,118092702.05391575
2023-11-19,5.73945,5.8889,4.99775,5.40723,91458224.41321221
2023-11-26,5.40718,5.56918,4.84719,5.32292,70228490.63573785
2023-12-03,5.32487,5.61773,5.0407,5.60656,70253370.15877816
2023-12-10,5.54226,7.68765,5.4676,7.24082,107974876.59126635
2023-12-17,7.24812,7.76548,6.28152,6.82626,114146235.88511942
2023-12-24,6.81807,9.20128,6.37031,8.6431,145274285.5333212
2023-12-31,8.65664,9.58889,8.03333,8.10897,113199519.16424975
2024-01-07,8.11747,8.81153,6.55334,6.91112,80505773.72412997
2024-01-14,6.91122,8.5806,6.51702,7.45212,82193359.07652935
2024-01-21,7.45212,7.68392,6.57055,6.82666,55101024.1915264
2024-01-28,6.82692,6.85811,5.97686,6.78181,61872156.78818737
2024-02-04,6.78181,7.29555,6.53188,6.69582,59863947.07598669
2024-02-11,6.69099,7.34383,6.58964,7.09936,57839744.427706696
2024-02-18,7.09826,7.95344,6.981,7.86286,58587276.58412124
2024-02-25,7.86386,8.14816,7.23421,7.84101,69875464.84308285
2024-03-03,7.84851,9.89905,7.58421,9.74828,99286163.54941292
2024-03-10,9.75849,11.00195,8.33676,10.03673,128262113.14234251
2024-03-17,10.04805,11.88578,9.18939,10.09055,86641013.40766554
2024-03-24,10.09075,10.4446,8.50055,9.39134,56207222.6933657
2024-03-31,9.39404,10.05912,9.28533,9.55215,109518991.82135528
2024-04-07,9.55115,9.73754,8.08022,8.60557,118893183.59832111
2024-04-14,8.60527,9.10444,5.7202,6.53186,133273147.16060008
2024-04-21,6.53456,7.29133,6.28179,7.15502,74950928.10786787
2024-04-28,7.15302,7.58183,6.52264,6.86958,57746382.39804133
2024-05-05,6.86428,7.40957,6.0386,7.35881,80296403.62023494
2024-05-12,7.35828,7.4733,6.59069,6.64814,39185068.85260264
2024-05-19,6.64954,7.29798,6.43001,6.95581,50086682.71244431
2024-05-26,6.95638,7.69771,6.85183,7.54789,55923685.3995892
2024-06-02,7.55133,7.76872,6.79979,7.00059,60660137.106032565
2024-06-09,7.00199,7.29405,6.07224,6.51332,48835765.740357354
2024-06-16,6.51935,6.92756,6.03353,6.35981,56607557.626025766
2024-06-23,6.35981,6.42162,5.46102,5.68172,71393914.28192751
2024-06-30,5.68098,6.42935,5.3915,6.1434,81029064.43879
2024-07-07,6.14306,6.59769,4.94936,5.99774,126652265.58098643
2024-07-14,6.0068,6.34565,5.70014,6.32604,56136241.89413181
2024-07-21,6.33294,6.53967,5.9846,6.41608,60452272.515188895
2024-07-28,6.41615,6.47502,5.54477,5.71339,49011536.980912134
2024-08-04,5.70633,5.87571,4.54129,4.77172,51680011.10516292
2024-08-11,4.77132,4.92583,3.60026,4.51965,75799891.87665226
2024-08-18,4.51515,4.67899,4.21314,4.49,36193535.16293171
2024-08-25,4.4897,5.10213,4.34435,4.8612,51072785.657861255
2024-09-01,4.8667,4.89621,4.10138,4.16865,37398170.93976825
2024-09-08,4.16779,4.28187,3.82151,4.15258,46560639.94427016
2024-09-15,4.15445,4.55689,4.05937,4.43184,45300273.60387959
2024-09-22,4.43424,4.48406,3.9735,4.3078,57117304.97584103
2024-09-29,4.29457,4.96315,4.23584,4.81437,50219934.06231494
2024-10-06,4.81517,4.82416,3.99248,4.16119,52693393.52956882
2024-10-13,4.15939,4.27013,3.95008,4.1446,43689691.77513744
2024-10-20,4.14601,4.58457,4.13396,4.5357,54469524.964168
2024-10-27,4.53986,4.61032,3.86247,4.11481,50768582.67315349
2024-11-03,4.11662,4.25082,3.66633,3.79122,72157512.49858898
2024-11-10,3.79238,5.45389,3.67689,5.23083,138756049.0719803
2024-11-17,5.22923,6.14165,4.68759,5.36426,193010226.09424454
2024-11-24,5.37031,10.49633,5.35596,8.99699,259833127.30436516
2024-12-01,8.98097,9.39079,7.55261,9.25082,137652209.25712854
2024-12-08,9.2449,11.61148,8.45475,10.40873,177993380.5988739
2024-12-15,10.41182,10.44214,7.54827,8.88213,124684474.6604559
2024-12-22,8.88553,9.19847,6.05715,6.82717,91760068.98574212
2024-12-29,6.83815,7.66794,6.65244,6.82633,56618065.340655364
2025-01-05,6.82247,7.98293,6.50689,7.66808,52128609.1994187
2025-01-12,7.7094,7.98204,6.42708,6.58638,41987617.72471443
2025-01-19,6.58268,7.60385,6.03385,6.33255,67439009.44845755
2025-01-26,6.25479,7.04999,6.05641,6.33169,51436993.12988868
2025-02-02,6.33845,6.49797,4.87184,5.11706,57795712.7215503
2025-02-09,5.12371,5.28015,3.78606,4.69336,75875458.36337234
2025-02-16,4.68302,5.37823,4.61698,4.89764,58871691.830727145
2025-02-23,4.90139,5.33897,4.56029,4.93465,66240921.513905525
2025-03-02,4.9322,5.17904,4.14369,5.13032,98771854.54186973
2025-03-09,5.12882,5.24548,3.97811,4.01099,94287941.2179646
2025-03-16,4.03248,4.42675,3.66603,4.31314,73966890.97631352
2025-03-23,4.3145,4.59358,4.23306,4.46776,84540245.380398
2025-03-30,4.46776,4.77285,3.9924,4.03608,75682787.58184023
2025-04-06,4.03457,4.27792,3.64744,3.70448,81456732.335023
2025-04-13,3.70558,3.81456,3.24996,3.675,111096862.07569133
2025-04-20,3.675,3.9499,3.47121,3.90482,70755874.095605
2025-04-27,3.90572,4.37231,3.69093,4.14301,78943655.73006268
2025-05-04,4.14211,4.32983,3.90981,3.9702,66516824.133399844
2025-05-11,3.96991,5.36093,3.82394,5.10808,109961673.94117221
2025-05-18,5.11848,5.3947,4.51545,4.63966,85748123.26020572
2025-05-25,4.63836,5.11972,4.35244,4.42184,65288273.88340397
2025-06-01,4.42154,4.61863,3.8988,4.05791,51937727.18289631
2025-06-08,4.06021,4.22387,3.74597,4.06124,81437726.64300814
2025-06-15,4.06494,4.3437,3.91006,3.94457,69065330.283961
