Date,Open,High,Low,Close,Volume,Openint
2020-08-23,2.913,4.511,2.82,3.98100
2020-08-30,3.981,6.809,3.806,5.897
2020-09-06,5.897,6.849,3.596,4.787
2020-09-13,4.787,5.459,4.015,5.318
2020-09-20,5.318,5.565,4.426,4.645
2020-09-27,4.645,4.688,3.904,4.282
2020-10-04,4.282,4.59,3.897,4.155
2020-10-11,4.155,4.468,3.61,4.228
2020-10-18,4.228,4.431,3.812,4.093
2020-10-25,4.093,4.483,3.869,4.334
2020-11-01,4.334,4.936,3.884,4.214
2020-11-08,4.214,4.861,3.886,4.374
2020-11-15,4.374,4.623,4.238,4.362
2020-11-22,4.362,5.828,4.33,5.512
2020-11-29,5.512,6.075,4.455,5.195
2020-12-06,5.195,5.57,4.883,5.134
2020-12-13,5.134,5.16,4.542,4.895
2020-12-20,4.895,5.737,4.831,5.186
2020-12-27,5.186,5.445,4.605,5.139
2021-01-03,5.139,10.5,5.105,10.14
2021-01-10,10.14,10.64,8.705,9.291
2021-01-17,9.291,19.37,7.319,17.09
2021-01-24,17.09,18.81,14.79,18.02
2021-01-31,18.02,19.1,15.08,16.14
2021-02-07,16.14,21.72,15.69,19.76
2021-02-14,19.76,30.22,19.21,26.93
2021-02-21,26.93,42.27,23.74,39.58
2021-02-28,39.58,39.71,27.13,33.87
2021-03-07,33.87,38.67,31.59,35.1
2021-03-14,35.1,39.61,33.44,36.52
2021-03-21,36.52,40.05,32.18,36.69
2021-03-28,36.69,37.76,28.39,32.23
2021-04-04,32.23,46.77,31.76,44.29
2021-04-11,44.29,46.23,37.9,41.31
2021-04-18,41.31,47.99,33.21,37.41
2021-04-25,37.41,38.73,26.81,29.85
2021-05-02,29.85,37.37,29.8,36.63
2021-05-09,36.63,43.43,34.43,40.34
2021-05-16,40.34,49.75,33.64,42.27
2021-05-23,42.27,42.61,14.08,17.97
2021-05-30,17.97,26.01,17.16,20.48
2021-06-06,20.48,28.6,19.08,24.18
2021-06-13,24.18,25.28,19.52,22.04
2021-06-20,22.04,26.03,18.91,20.63
2021-06-27,20.63,20.81,13.02,15.01
2021-07-04,15.01,17.01,14.6,15.98
2021-07-11,15.98,17.67,14.71,15.49
2021-07-18,15.49,15.65,11.73,12.66
2021-07-25,12.66,14.06,10.38,13.75
2021-08-01,13.75,19.91,13.36,18.44
2021-08-08,18.44,21.68,16.84,19.65
2021-08-15,19.65,23.49,18.71,23.17
2021-08-22,23.17,29.38,22.69,27.71
2021-08-29,27.71,28.62,23.48,25.73
2021-09-05,25.73,34.77,24.33,34.43
2021-09-12,34.43,36.44,23.41,35.86
2021-09-19,35.86,38.75,31.59,33.85
2021-09-26,33.85,33.91,25.61,28.88
2021-10-03,28.88,33.39,26.12,32.14
2021-10-10,32.14,37.42,29.15,34.44
2021-10-17,34.44,44.77,32.08,42.11
2021-10-24,42.11,46.38,40.08,42.3
2021-10-31,42.3,46,39.26,42.78
2021-11-07,42.78,55.07,41.78,52.26
2021-11-14,52.26,53.85,42.67,45.91
2021-11-21,45.92,47.47,37.68,43.03
2021-11-28,43.02,43.09,32.359,34.898
2021-12-05,34.893,39.391,25.843,28.233
2021-12-12,28.227,31.503,24.893,29.79
2021-12-19,29.8,29.92,24.19968,25.09003
2021-12-26,25.08254,31.75587,23.28466,31.54576,15744117
2022-01-02,31.56577,32.79639,26.18262,29.996,127853633.01242
2022-01-09,30.016,30.88,23.18536,24.72,153774118.87712
2022-01-16,24.75,28.47138,22.45,27.74109,110943266.8543
2022-01-23,27.74109,27.82112,16.24325,18.19364,155937004.27881
2022-01-30,18.19364,20.06203,15.83317,18.05541,134093969.61105
2022-02-06,18.05722,22.2956,17.12685,21.16846,103206191.09152
2022-02-13,21.15846,23.20623,18.32099,18.79127,96427355.53187
2022-02-20,18.79127,20.3422,16.70668,17.16858,68142723.453456
2022-02-27,17.16858,18.78751,14.08563,17.59879,132428100.8215
2022-03-06,17.59704,19.56978,16.20324,17.3252,89597389.031907
2022-03-13,17.31519,18.74187,16.0132,17.3352,58889339.382313
2022-03-20,17.33347,19.79989,17.0117,18.7575,41949807.291224
2022-03-27,18.7575,22.0088,18.42737,21.93877,52654094.11167
2022-04-03,21.92658,23.83953,20.61618,23.28931,77842856.196855
2022-04-10,23.30699,23.57943,19.14574,19.82396,50848826.160322
2022-04-17,19.83397,19.89199,17.0034,18.27365,42803592.711635
2022-04-24,18.27365,19.68394,17.10171,18.36367,53788060.769122
2022-05-01,18.36367,18.46369,14.22,15.14,58286810.152399
2022-05-08,15.14,16.44671,13.02479,13.49595,70891433.060254
2022-05-15,13.50595,13.52594,6.96277,11.57493,199526445.72266
2022-05-22,11.58492,11.84577,9.20801,10.00798,74796250.238024
2022-05-29,10.01796,10.72819,8.56057,9.88911,104843701.67468
2022-06-05,9.90009,10.77245,9.14039,9.43113,64687456.198021
2022-06-12,9.44112,9.93155,7.44948,7.72049,84757674.800786
2022-06-19,7.7105,8.36079,6.34245,7.46029,248469235.15918
2022-06-26,7.46029,8.47423,7.16068,8.15494,98059341.200621
2022-07-03,8.15502,8.19508,6.53084,6.82249,104474080.84381
2022-07-10,6.83179,7.45478,6.60207,6.89586,106505687.83711
2022-07-17,6.88669,7.32272,6.01298,6.99628,175173955.69972
2022-07-24,7.0125,8.07087,6.90772,7.50313,282219617.39125
2022-07-31,7.4983,9.19938,6.529,8.97646,336728614.01265
2022-08-07,8.96599,8.96702,7.68701,8.79677,257119567.31429
2022-08-14,8.79667,9.67694,8.55375,8.98418,252962809.49822
2022-08-21,8.98359,9.38013,7.04111,7.45918,189957191.92535
2022-08-28,7.45905,7.7584,6.80568,7.0321,164586895.74768
2022-09-04,7.0321,7.56589,6.79156,7.2823,168718173.29596
2022-09-11,7.2606,7.93541,6.76263,7.5849,200761691.93748
2022-09-18,7.58462,8.04523,6.70809,6.7169,196811951.95038
2022-09-25,6.47835,6.6375,5.9729,6.2331,201295179.92472
2022-10-02,6.1766,6.802,6.09604,6.2566,211002283.59633
2022-10-09,6.2559,6.53206,6.0893,6.46119,209983387.98925
2022-10-16,6.46119,6.53881,5.69977,6.21185,377464930.09456
2022-10-23,6.21061,6.29054,5.73956,5.91237,961779686.70928
2022-10-30,5.91113,6.76161,5.80892,6.59432,998260509.57624
2022-11-04,6.59372,7.23028,6.17039,7.07922,654746365.92777
2022-11-06,6.59372,7.23949,6.17039,6.90295,835711748.8735008
2022-11-13,6.90288,7.40962,5.39313,5.76292,744381792.7582743
