Date,Open,High,Low,Close,Volume,Openint
2023-05-24,5.38402,5.4128,5.19664,5.25888,8652934.114059724
2023-05-25,5.25894,5.29441,5.14906,5.24896,9797234.448895602
2023-05-26,5.2476,5.27238,5.19067,5.26075,8101224.912138315
2023-05-27,5.26075,5.37407,5.23462,5.32057,7951840.33144715
2023-05-28,5.32193,5.50367,5.31883,5.49036,7223021.733175186
2023-05-29,5.49036,5.56013,5.4183,5.46584,8878795.644704452
2023-05-30,5.46584,5.52927,5.41236,5.44412,8394455.607550483
2023-05-31,5.44132,5.46378,5.27094,5.30245,8715987.588640079
2023-06-01,5.30245,5.33533,5.19368,5.21481,9675079.992468016
2023-06-02,5.21476,5.29914,5.16409,5.28117,9670807.815888532
2023-06-03,5.28387,5.30215,5.24364,5.27761,6834675.8494141875
2023-06-04,5.28631,5.38462,5.2828,5.33461,8185694.956254351
2023-06-05,5.34581,5.37203,4.89501,5.04261,15422529.292582419
2023-06-06,5.04481,5.26755,4.9906,5.22602,10268182.35749243
2023-06-07,5.20906,5.22607,4.98725,4.99085,11252959.886330945
2023-06-08,4.99135,5.05751,4.9773,5.0207,10599859.81835431
2023-06-09,5.0207,5.0703,4.93211,4.9902,9100735.966399163
2023-06-10,4.9911,4.9983,4.17744,4.52863,23429714.59788163
2023-06-11,4.52863,4.55329,4.43291,4.52471,10424948.74417574
2023-06-12,4.52626,4.55577,4.41678,4.52938,11344567.187976174
2023-06-13,4.52934,4.71621,4.4979,4.6238,10326044.3689804
2023-06-14,4.619,4.79857,4.50974,4.57189,11459323.136541858
2023-06-15,4.57129,4.61798,4.26876,4.41643,17931299.33439144
2023-06-16,4.41693,4.46193,4.27228,4.39153,10988074.973054918
2023-06-17,4.39193,4.56322,4.37868,4.5261,8958515.286003688
2023-06-18,4.5256,4.66355,4.48297,4.56195,8235789.112087026
2023-06-19,4.54825,4.58602,4.43547,4.49511,9327754.826626118
2023-06-20,4.49406,4.6681,4.37184,4.6347,11093657.977697594
2023-06-21,4.6349,4.8601,4.61935,4.78684,13822438.498251043
2023-06-22,4.78684,4.97435,4.75693,4.83542,12039890.368467486
2023-06-23,4.83462,5.13907,4.81186,5.04913,14950238.289623097
2023-06-24,5.04913,5.14107,4.91023,4.98234,11109914.163648656
2023-06-25,4.98464,5.24532,4.98039,5.17506,13041681.802548857
2023-06-26,5.17265,5.23885,5.04576,5.04576,15650364.6687372
2023-06-27,5.04576,5.15411,5.0021,5.10692,15615852.434827916
2023-06-28,5.11247,5.12721,4.8466,4.88315,14805111.518902516
2023-06-29,4.88945,5.22882,4.87141,4.95671,21372505.005537663
2023-06-30,4.95676,5.19921,4.83243,5.15115,27538377.06613508
2023-07-01,5.14925,5.3655,5.11071,5.3481,20985350.641772956
2023-07-02,5.34805,5.50732,5.2309,5.45839,19403705.147531435
2023-07-03,5.45249,5.63271,5.37917,5.40298,17718663.710790694
2023-07-04,5.40572,5.5098,5.25779,5.35018,16425622.124496318
2023-07-05,5.34922,5.38066,5.1181,5.19153,13438325.678871794
2023-07-06,5.18948,5.36239,5.05046,5.06364,15147644.057309417
2023-07-07,5.07164,5.17846,4.9817,5.09901,12070368.946136327
2023-07-08,5.09901,5.19511,5.05645,5.09917,8999412.058667846
2023-07-09,5.09912,5.16144,5.06141,5.08371,8400310.141472308
2023-07-10,5.09242,5.22897,4.98705,5.16443,11727818.85436405
2023-07-11,5.16423,5.18301,5.09135,5.1738,9129717.296229346
2023-07-12,5.1714,5.3086,5.10164,5.12545,13009647.67680917
2023-07-13,5.1259,5.55419,5.0989,5.41721,18579051.93696446
2023-07-14,5.46233,5.73884,5.29992,5.40315,19873662.071554296
2023-07-15,5.40475,5.56398,5.38639,5.40712,17030563.633915957
2023-07-16,5.40747,5.44783,5.3064,5.36086,11093154.758779213
2023-07-17,5.36092,5.41635,5.17754,5.2872,21315741.985943057
2023-07-18,5.2879,5.39095,5.10091,5.16924,17489919.020966534
2023-07-19,5.16524,5.25605,5.13279,5.19575,12859044.770585842
2023-07-20,5.19575,5.48401,5.17501,5.31792,15795877.448067153
2023-07-21,5.31852,5.70421,5.29985,5.48261,22911077.553350244
2023-07-22,5.48261,5.51654,5.30264,5.36414,13370559.429381797
2023-07-23,5.36419,5.48875,5.26879,5.37814,13300122.33585987
2023-07-24,5.37999,5.41383,5.11664,5.23287,16424974.62181548
2023-07-25,5.23287,5.25362,5.13068,5.17304,12131062.809896186
2023-07-26,5.17234,5.29534,5.11773,5.24641,12207588.91826731
2023-07-27,5.24636,5.33317,5.18251,5.23199,10568783.435734559
2023-07-28,5.23489,5.27061,5.1605,5.2104,13179040.377571488
2023-07-29,5.2104,5.25774,5.2077,5.2378,8739804.276370429
2023-07-30,5.23975,5.27541,5.12295,5.13644,10728096.811805569
2023-07-31,5.16454,5.25871,5.05304,5.09663,14697774.263640132
2023-08-01,5.09613,5.14684,4.96271,5.13578,15518327.655180171
2023-08-02,5.13578,5.21658,5.04322,5.06261,12375865.371731132
2023-08-03,5.06256,5.0731,4.97807,5.00394,12139305.214031214
2023-08-04,5.00389,5.03861,4.9319,4.98706,13222551.69188143
2023-08-05,4.98706,4.99475,4.927,4.95614,5961454.092318044
2023-08-06,4.95604,5.03757,4.94354,5.02305,9022065.078221373
2023-08-07,5.02305,5.04003,4.8366,4.96768,11852971.368489757
2023-08-08,4.96768,5.09663,4.92863,5.07464,10434063.680873748
2023-08-09,5.07564,5.1027,4.99895,5.01993,12473113.072834145
2023-08-10,5.02103,5.06166,4.97213,4.98621,12092711.774118496
2023-08-11,4.98621,5.01328,4.95245,4.99885,10211028.182702703
