Date,Open,High,Low,Close,Volume,Openint
2020-12-31,2.913,9.502,2.82,9.26700
2021-12-31,9.267,55.07,7.319,26.74267,118254606.53002
2022-12-31,26.73267,30.88,4.22607,4.31854,11131387582.67303
2023-12-31,4.31844,9.58889,3.57026,8.10897,5569246767.005059
2024-12-31,8.11747,11.88578,3.60026,6.66661,4147988387.5595846
2025-12-31,6.63537,7.98293,3.24996,3.92656,1751188720.8761
